GB_ACC,logFC,P.Value,adj.P.Val,direction,Gene_Symbol
AL833418,-2.99517284623024,0.000158931841482043,0.00117327747625137,down,PNLIPRP3
BC004393,-2.99475404393583,3.75949928427483e-07,6.53253370703471e-06,down,ALKBH7
AB046400,-2.99424720341704,0.000247195712280474,0.00171277587348053,down,SERPINB4
NM_007086,2.99382885950716,2.49544706276684e-13,1.43456684672511e-10,up,WDHD1
AI479075,2.99130652225218,1.77495294451448e-05,0.000178617109192499,up,WDR66
AJ001698,-2.98906862046438,9.53273697386616e-06,0.000105067883825177,down,SERPINB13
U77949,2.98756091550474,1.36698216232616e-10,1.30060970089057e-08,up,CDC6
L10343,-2.98161886821313,2.78911179173536e-06,3.62757233346137e-05,down,PI3
AU155415,-2.97833981296582,8.01335127932811e-06,9.02717018954503e-05,down,KLK7
AW058617,2.97635960766708,2.35456513956943e-12,7.88894883235002e-10,up,FNDC3B
AI922972,2.97579205594452,2.01011701645756e-11,3.44392130053659e-09,up,NA
AW083279,2.9666566475612,2.98473115698754e-10,2.23028519060936e-08,up,FANCA
AA019836,2.96544173126641,4.02125472623764e-09,1.54006160143069e-07,up,C18orf54
BF195709,-2.96188286403386,2.26260560240767e-13,1.34312695395967e-10,down,CAPN5
AW082633,-2.95839004331171,6.94289165171468e-09,2.39376352130741e-07,down,SH3RF2
AI337069,2.9581097599933,2.92076046696878e-06,3.77006597453477e-05,up,RSAD2
NM_006470,-2.95736530167099,2.38641371220341e-10,1.93942279857984e-08,down,TRIM16
NM_173352,-2.95728106775995,2.3189221942631e-06,3.10020312840369e-05,down,KRT78
NM_000427,-2.95074411283468,0.000854708528879096,0.00494210660536518,down,LOR
NM_001099,-2.94978767996885,2.85738097201312e-07,5.18439026659643e-06,down,ACPP
X90579,-2.94956495333677,1.1091563414003e-07,2.33877819586466e-06,down,CYP3A5
AW192911,-2.94663127071401,1.55191035562292e-06,2.18721239359057e-05,down,CYP2C18
U70370,-2.94342674003953,8.89810064266483e-06,9.87105363391945e-05,down,PITX1
NM_021953,2.94007907053874,2.1458558867407e-10,1.79108776882888e-08,up,FOXM1
M80927,2.93442595773577,2.88581688796792e-07,5.22556756308328e-06,up,CHI3L1
AB045831,-2.93186766380869,1.21939333328055e-06,1.77961317982465e-05,down,TP53AIP1
AI282982,-2.9252549860067,4.47347167711217e-07,7.57314658097107e-06,down,TMEM45B
U73945,-2.9239593321989,4.17417773497352e-08,1.02732928634569e-06,down,DEFB1
AK026424,2.9231903354354,8.3358636414001e-07,1.27914167195219e-05,up,GNG2
AI201858,-2.92167218828358,2.14405234454365e-07,4.04048070022645e-06,down,VSIG2
NM_005046,-2.92100675544778,8.98142329261237e-05,0.000717318616963205,down,KLK7
AI928035,2.91625645400079,8.51994990016448e-12,1.88169457413515e-09,up,IRX2
NM_022763,2.91585343613081,8.29853041065589e-06,9.29656700137743e-05,up,FNDC3B
NM_017975,2.90936422663197,2.34272212962488e-08,6.37802012289151e-07,up,ZWILCH
AF155827,2.9048164691024,3.55494357346214e-14,3.38823807903502e-11,up,HELLS
AI742029,-2.90414929222489,1.24352121613155e-08,3.80983317908554e-07,down,GATSL3
AF242557,-2.9032535451662,4.61779371114845e-09,1.71675675933935e-07,down,SLC46A2
AY039759,-2.90127418746745,2.06872817096252e-05,0.000203897223607248,down,ATP6V1C2
AI278995,-2.89829215518187,3.92467341171456e-07,6.77213867405899e-06,down,ZBTB7C
BE500977,2.89533612965192,1.53229947756113e-08,4.52587730492407e-07,up,SULF1
NM_006945,-2.89069700192462,0.00107344531748765,0.00598571259178608,down,SPRR2B
NM_020689,-2.88769986229837,1.08252424563791e-06,1.6052103347006e-05,down,SLC24A3
AF326731,2.88639719924303,1.26606431032005e-13,8.64294627243864e-11,up,NUF2
BG283921,2.88385585744973,3.08229650490207e-11,4.61495416435254e-09,up,C18orf54
AI925583,2.8808008062692,6.13687772611378e-14,5.00228810830227e-11,up,ATAD2
BC034500,-2.88054573592946,8.32535261489586e-06,9.32279028823678e-05,down,CERS3
AA416910,2.88006460948591,9.57150710854908e-05,0.000756590993948749,up,LINC01305
NM_003051,2.87950316255269,5.0620494459334e-06,6.07056887111903e-05,up,SLC16A1
AA748494,2.87206231855631,1.46285323507654e-06,2.07616433802585e-05,up,ASPM
NM_002411,-2.87072532972419,0.000743423395613434,0.00438925209779854,down,SCGB2A2
AU145323,-2.86692358035073,2.24712941878855e-08,6.17005927341875e-07,down,AX746755
AL035700,-2.86465515227749,9.05499518165749e-07,1.37366792182183e-05,down,SH3BGRL2
NM_025208,-2.86435977584115,3.07618045694028e-05,0.000287548407874495,down,PDGFD
AJ001696,-2.86258803096592,1.41681881064718e-05,0.000147244007052092,down,SERPINB13
AA524029,-2.8600040256736,3.61787658515689e-08,9.14374272169636e-07,down,FAM189A2
AF280095,2.85457995504906,7.66827114426715e-08,1.71915965518006e-06,up,SP110
BE855713,-2.8539850613405,2.45929673348239e-07,4.55222216802361e-06,down,ZNF667-AS1
AA742697,-2.85319015183957,0.00163816447840451,0.00852941907322961,down,SCGB3A1
NM_004856,2.8426176804069,1.08211134138248e-12,4.47707171870615e-10,up,KIF23
NM_006343,2.83854235781296,2.82260507243988e-12,8.96226341983482e-10,up,MERTK
AI806793,2.83767523394248,1.9715233993749e-13,1.20978435292204e-10,up,COL8A2
NM_000558,-2.83554609698545,1.68397230945273e-07,3.28687561601651e-06,down,HBA1
NM_002916,2.83455884885537,2.230925773879e-14,2.48648059773171e-11,up,RFC4
AA876372,-2.83437147514095,3.36443807580031e-07,5.94057732407637e-06,down,SLC7A2
BE379393,-2.83055963517662,8.19972086902688e-07,1.26357606044065e-05,down,C6orf132
NM_001150,-2.83023998733296,2.0254166338978e-05,0.000200170247244047,down,ANPEP
AW772140,2.82891468281812,1.12191413720303e-11,2.2526138520246e-09,up,WDHD1
NM_024115,-2.82784926581972,1.04447620346529e-08,3.3163941220843e-07,down,C1orf116
AL135396,2.82733645595196,1.59726660614382e-13,1.01432001350387e-10,up,FAM72A
AF169949,-2.81721659581352,2.11812624147204e-06,2.8611730998148e-05,down,SERPINB13
AI873273,-2.81638277559631,2.00306758796926e-08,5.63100342294196e-07,down,SLC16A6
AI565054,-2.8113775065,0.000970411699587097,0.00549591352790108,down,NA
M25915,-2.81134119081027,0.000187229233374793,0.00134947355020634,down,CLU
AW189843,2.81084588758156,3.82794292446852e-05,0.000345946461912956,up,RSAD2
AB006624,2.80837008851799,3.34505514541785e-19,4.0293011625338e-15,up,TMEM194A
BE326728,2.80664417894434,1.56373172207593e-12,5.97203360403727e-10,up,CENPO
BG285837,2.80366250173233,9.64557730471973e-06,0.000106118838304323,up,BC017398
AA443280,2.80362126140792,6.47141959543632e-07,1.03461252448935e-05,up,MYO3A
AW025141,-2.79925248656301,6.50740351327344e-08,1.49637401292801e-06,down,SHROOM3
NM_001813,2.79845035341569,9.56776600417396e-08,2.06368248335684e-06,up,CENPE
BC000731,-2.7885617301536,1.02004609561512e-10,1.06924716736715e-08,down,SYNGR1
AI521646,-2.78844977579334,0.00284015843478001,0.0134050274478127,ns,MUC5AC
NM_022783,-2.78817722593076,5.9017824043572e-08,1.38154325953348e-06,down,DEPTOR
BC006230,-2.78505396364639,1.44311690140383e-07,2.90930023390061e-06,down,MGLL
NM_003982,2.78143011687988,1.54423254939011e-10,1.40558620366403e-08,up,SLC7A7
U19556,-2.78043604207166,2.46259567331227e-05,0.000237698369576887,down,SERPINB3
NM_005764,-2.77801165491193,1.40531011254829e-05,0.000146242761388338,down,PDZK1IP1
AI274308,-2.77667522089565,3.87522806018864e-14,3.52729716751803e-11,down,SLC5A1
AL703282,-2.77405299709626,5.37569427458604e-05,0.000463137389837462,down,GBP6
BE785577,-2.77210511251976,2.33848497925029e-06,3.12024642951539e-05,down,C5orf66-AS1
AW590588,-2.77166526348484,7.73096865804084e-08,1.73179405792282e-06,down,NA
U08839,2.76903910336993,4.14932305841503e-10,2.83613241788761e-08,up,PLAUR
AA622392,-2.76748191516085,1.3805652179307e-08,4.15638413709202e-07,down,C1orf116
NM_144670,-2.76688862935537,2.86425971160859e-06,3.70765147262574e-05,down,A2ML1
BG500474,2.76427921549563,4.61605255467777e-10,3.05201547419633e-08,up,EIF5A2
NM_005542,2.76408397204004,5.0833105908998e-11,6.54751984200025e-09,up,INSIG1
AK024132,-2.76313582869462,1.1070774146785e-08,3.48477342062461e-07,down,NA
NM_023926,-2.76177625622499,4.15690012578427e-08,1.02399993942019e-06,down,ZSCAN18
NM_005130,-2.75938246047396,1.85600795604273e-07,3.57647135215794e-06,down,FGFBP1
U19557,-2.7583679651869,6.90290695428545e-05,0.000573628206777832,down,SERPINB3
BC030087,2.7578417786037,1.13236750192604e-06,1.66600178832669e-05,up,LOC375196
AL390736,-2.75730339833069,0.0209494362634589,0.0646025727078644,ns,OLFM4
BC005912,-2.75453602960654,1.03595315264326e-05,0.000112657326812637,down,FCER1A
BF242905,2.75370197579469,4.26035611808623e-08,1.04571158955974e-06,up,ALCAM
U29343,2.7533364077899,9.10742642653274e-10,4.97954364776054e-08,up,HMMR
NM_000767,-2.75141780259599,0.00307761087229864,0.0143227577817508,ns,CYP2B6
AF282167,-2.75099823511426,5.83901355386881e-09,2.07338132130974e-07,down,EPS8L1
NM_000785,2.75044828706171,3.54400339110768e-13,1.95503694139963e-10,up,CYP27B1
W22165,-2.74936832143871,6.75002851341375e-07,1.07007055791891e-05,down,PCP4L1
NM_005764,-2.74663632330204,6.76004134397843e-06,7.77397637226141e-05,down,PDZK1IP1
AI885290,-2.74192662945345,1.05545964257048e-06,1.56933889081681e-05,down,SPON1
AA502768,2.7367415247426,3.13711123989806e-13,1.75037841124626e-10,up,C5orf34
AW087337,-2.73276737035203,1.3379317209237e-08,4.05260482944016e-07,down,RGS12
NM_005496,2.72975949346795,8.53028165863475e-12,1.88169457413515e-09,up,SMC4
NM_005672,-2.72828629148252,6.59171684465364e-06,7.61246420040324e-05,down,PSCA
AL523320,-2.72805664276386,6.08324384612413e-07,9.85828475277084e-06,down,BEX4
AV710838,-2.72593511696545,4.44441022203203e-07,7.53037015969006e-06,down,BCO2
NM_020242,2.72482652136979,5.74208712997785e-09,2.04275479954995e-07,up,KIF15
AL122107,-2.72041624611961,2.42649861261885e-10,1.95929165722585e-08,down,TMEM132C
AI219740,2.71996820496614,1.37253598595705e-07,2.79278345011447e-06,up,LSG1
AF103529,2.7189072613144,0.00220842144996018,0.0109069018490392,ns,IGK
Y11162,-2.71711247805948,2.17727797933876e-09,9.61258547175647e-08,down,SNORA68
AF002985,2.71388281795549,5.59719017052754e-05,0.000479271475043933,up,CXCL11
AI659533,-2.71159408254702,3.20822695381367e-05,0.000297623405178573,down,SORBS2
NM_024021,2.7104319907826,6.6690362380293e-10,4.00294460411205e-08,up,MS4A4A
NM_001975,2.70818613540936,1.69604191321973e-06,2.35463056653512e-05,up,ENO2
BC000474,-2.70748676893113,3.75658151505188e-09,1.45399139816817e-07,down,TP53I3
AJ408433,2.7066732659075,0.00104255274008843,0.00584028441834544,up,IGKV1-37
AA931562,-2.70614872398484,1.67597528103929e-11,3.04086505061125e-09,down,NA
AL050220,-2.70457689537291,8.11331172064583e-07,1.25238070378641e-05,down,KLK13
NM_005488,-2.7023721880512,1.59838891464255e-12,6.06200095801204e-10,down,TOM1
U38945,2.70083504400028,5.55166298016246e-09,1.990761459853e-07,up,CDKN2A
NM_006614,-2.69948397680022,0.00211919568802537,0.0105559680873887,ns,CHL1
NM_001565,2.69911044011458,0.000235484126058509,0.00163997744478559,up,CXCL10
AL568674,-2.696949461012,1.0512630639743e-08,3.33213173028605e-07,down,SPNS2
NM_006518,-2.69536996297964,0.00046779018010625,0.00295653571416996,down,SPRR2C
BE348837,-2.69432343006115,7.04512752792321e-10,4.15054530401802e-08,down,FAM86A
BF248364,2.69351674207389,8.07285223161789e-13,3.58441202378331e-10,up,CASC5
BC001872,2.69206196650442,0.00658017966485349,0.02654674979956,ns,IGHM
AJ224869,2.69087517564192,5.92133549209266e-09,2.09579970984871e-07,up,CXCR4
NM_014264,2.68933103760686,2.37477197113583e-07,4.41735087396598e-06,up,PLK4
AI686890,-2.68866830701614,2.86271020992059e-08,7.54178450045311e-07,down,TLR3
NM_018132,2.68582302582501,1.37796274453835e-12,5.45159651652777e-10,up,CENPQ
AI671186,-2.68453502870912,1.61850618610091e-06,2.26412598210883e-05,down,PAMR1
M20812,2.67781709576823,7.43248341627405e-06,8.45294079160714e-05,up,AC128677.4
NM_003503,2.67516514913328,1.11131429722257e-15,2.75873671428256e-12,up,CDC7
AI937080,2.67183619067048,1.45478084284357e-07,2.92525575000795e-06,up,CEP128
NM_014708,2.67017432283212,1.10803872257601e-13,7.9259383955802e-11,up,KNTC1
M25915,-2.66942227582022,3.39813758765503e-05,0.000312060682822607,down,CLU
AI927990,-2.66828855897442,1.36154155922387e-07,2.77454735723481e-06,down,CXCL14
NM_021076,2.66697483289323,1.61533723929486e-05,0.000164709508307711,up,NEFH
NM_012307,-2.66623050263686,1.20994625031908e-05,0.000128783462421898,down,EPB41L3
AI052447,2.66420086881678,3.23667226378977e-06,4.11942163463879e-05,up,NA
BF244402,-2.66283560985045,1.89752997874255e-07,3.64636892079758e-06,down,FBXO32
N49935,2.6611631761935,0.000642967754010477,0.00387191508984168,up,RASSF4
AA191741,2.66089112858319,9.20868904748254e-07,1.39388618334303e-05,up,CCDC71L
X90579,-2.65993448005595,9.15633544437266e-07,1.38749985467127e-05,down,CYP3A5
AK056600,-2.65652422416546,4.45675243830558e-05,0.000395188538582859,down,LOC441178
NM_004235,-2.65611311471476,1.03367039357911e-06,1.54071619008013e-05,down,KLF4
NM_001988,-2.65097624692095,2.8957482241485e-09,1.18586696578682e-07,down,EVPL
AI733018,2.65047074058696,9.55072343812613e-05,0.00075527607750707,up,CTLA4
NM_016569,-2.64808965697568,3.40577687575753e-06,4.30843302013332e-05,down,TBX3
NM_015993,-2.6463449228651,1.43031063930132e-10,1.33072495645933e-08,down,PLLP
AI254026,-2.64509308299898,1.98526544813374e-08,5.59160917580857e-07,down,YIF1B
NM_024815,-2.64400287339286,9.89983511710453e-12,2.08076717078671e-09,down,NUDT18
AI653240,2.64279288369936,4.51225746495332e-11,6.01407911736112e-09,up,NA
AA147933,2.64213585691113,4.53541913296803e-06,5.53132749238015e-05,up,ADAM12
U80918,2.64038942184612,5.84436404458158e-08,1.37045192600573e-06,up,NFATC1
NM_002275,-2.63684946245062,6.13222383346899e-06,7.15138031640491e-05,down,KRT15
AI765327,-2.63652779686142,8.1332778666424e-14,5.92243605507922e-11,down,DCUN1D3
BF511091,2.63281290133245,3.82061457620235e-06,4.76599414915804e-05,up,SLC16A1
NM_024591,-2.63265217431585,4.09584150537408e-12,1.16680960496637e-09,down,CHMP6
AI611973,2.63062291239611,4.32680465435787e-07,7.37054842758721e-06,up,LINC00925
NM_004237,2.63003053119489,2.09344173892867e-14,2.38185695183566e-11,up,TRIP13
AA150501,-2.62917973814128,6.18457638422476e-07,9.9839867003153e-06,down,EMP1
U35139,-2.62738196560482,5.19822408434595e-05,0.000450334092510129,down,NDN
AL043646,2.62413592489137,1.29668104219536e-12,5.16902494579674e-10,up,PLK4
NM_012310,2.62262207369243,1.34152452999897e-11,2.57668090038731e-09,up,KIF4A
AF053640,2.62257044767522,5.1459839510527e-12,1.31325991363944e-09,up,CSE1L
AA629020,2.61873278804106,5.55077311735472e-07,9.12644909229495e-06,up,C9orf84
L14458,2.61857496559854,0.00130809014358022,0.00707034115314198,up,IGK
NM_018186,2.61599133577116,4.30756453660597e-11,5.82996731885479e-09,up,C1orf112
NM_001423,-2.61282545614239,1.51155767089775e-07,3.01279923652332e-06,down,EMP1
AK001538,2.606451404879,7.89125546898827e-15,1.13411877612594e-11,up,WDHD1
AI821669,-2.60564527499373,0.000707894821261781,0.00420769045206461,down,SOX17
NM_004406,-2.60515820612277,0.000646557955923119,0.00388967499965073,down,DMBT1
AI672373,-2.60441259839016,1.60511239859991e-08,4.70049447975087e-07,down,ZNF91
NM_016448,2.60433702937267,1.01064707852837e-14,1.25441974771977e-11,up,DTL
NM_004694,-2.60293316615286,3.35157115985921e-12,1.02256623325917e-09,down,SLC16A6
NM_003225,-2.6028327822893,0.000407470003304185,0.00262636129947497,down,TFF1
NM_007181,2.60144778026056,1.49011801979825e-07,2.97985409795832e-06,up,MAP4K1
AI554300,-2.59964635410343,1.84029157505741e-12,6.62201730795001e-10,down,SERPINB1
NM_014432,-2.59959477848019,6.06635149945239e-08,1.41219801551404e-06,down,IL20RA
N72151,2.5978499061422,1.04724607049365e-10,1.0873241377922e-08,up,HPS3
BF510581,-2.59655610668652,1.72792598141469e-11,3.07385086719872e-09,down,BTBD11
NM_001786,2.59423985701079,2.36239704142132e-09,1.01901752558793e-07,up,CDK1
NM_015974,-2.59204824449558,1.7510182893203e-15,3.98451507644374e-12,down,CRYL1
NM_002421,2.59183821619289,0.00363991258766457,0.0164408689231763,ns,MMP1
BE645119,-2.59160484086147,0.000155193415015157,0.00115001057994881,down,C2orf88
NM_006417,2.59075534180106,5.26795138498148e-07,8.74068617996941e-06,up,IFI44
BE157240,-2.58818453503446,7.5031830176159e-09,2.53563275585386e-07,down,FAM83A
AI668605,-2.5866783584341,8.38877387382588e-10,4.69883187252567e-08,down,KLB
T70087,2.58544791281617,6.72826693872906e-08,1.53865490587585e-06,up,NA
NM_001790,2.58485131690118,6.69434295247144e-09,2.33023294014919e-07,up,CDC25C
AW134976,2.58309965990722,1.89394832392028e-07,3.64076732890737e-06,up,TBC1D30
NM_024923,2.58284973386505,2.10688396765082e-06,2.84951099864572e-05,up,NUP210
AA742244,2.58283922965197,1.34332364676482e-13,8.9466993074106e-11,up,LRR1
NM_024060,-2.57945385240914,1.45519601223278e-10,1.34471437929051e-08,down,AHNAK
AF216693,-2.57825205859412,1.85106906823512e-05,0.000185184896544284,down,IL36RN
NM_003186,2.57788165568368,0.000149718569631245,0.00111336876950861,up,TAGLN
NM_014400,-2.57781095042383,1.31387788464928e-05,0.000138096252722,down,LYPD3
NM_013322,2.57617747516601,1.13870725021541e-11,2.27795674197853e-09,up,SNX10
AF146796,-2.57327445700112,2.44404293709138e-06,3.23965513989242e-05,down,SLC34A2
BE855713,-2.56895705304883,1.64588539041805e-07,3.22521488435238e-06,down,NA
NM_018355,-2.5646572440147,2.26607398997246e-06,3.03772947507035e-05,down,ZNF415
NM_018685,2.56353914663857,1.49657147147222e-06,2.11796469996145e-05,up,ANLN
U36759,-2.56307796945453,7.79301443085228e-10,4.46773721544732e-08,down,PTCRA
BF697734,2.56214930880552,3.86268493046264e-15,6.59227537835488e-12,up,LIN9
H37811,2.557338235766,1.191328732372e-09,6.06116158832272e-08,up,GAS2L3
AV734646,2.55676273075223,1.48904013589164e-09,7.11469369566492e-08,up,FAM26F
T65020,2.55601623521605,5.21486974976733e-10,3.32321682198417e-08,up,SFMBT2
BC040953,2.55566172123489,1.65704416792419e-10,1.46433904761883e-08,up,PEX13
NM_016339,-2.55495398671703,7.54007141773716e-07,1.17686744880503e-05,down,RAPGEFL1
NM_017729,-2.55401317813947,1.81849172525035e-08,5.21329598903399e-07,down,EPS8L1
BF793446,2.55006690165243,4.40212145462033e-15,7.09443910797071e-12,up,CENPI
AI224977,2.54931475820559,2.46992607617864e-10,1.97496446264047e-08,up,PARPBP
AI554514,2.54813886783715,0.000372785559663555,0.00243440604686186,up,SIX4
AI475680,2.5465177858164,6.42359065901921e-06,7.44348730449854e-05,up,NA
NM_019069,2.54193733846628,1.27220522520341e-09,6.37421504257192e-08,up,WDR5B
NM_014791,2.54173916494405,3.35415119039198e-16,1.07753093506398e-12,up,MELK
AI368415,-2.5399659442613,9.57285986912169e-16,2.61401298016171e-12,down,C15orf59
AF070592,2.53816418146024,1.19016607301354e-08,3.68244976673302e-07,up,SMYD2
BF511091,2.53708544827465,1.46171981977793e-05,0.000151162477783625,up,SLC16A1
AK024956,-2.53693191745671,1.94099397632472e-07,3.71551013070529e-06,down,NA
BE045993,2.53117125070373,3.51785756431989e-07,6.16958109056525e-06,up,OIP5
NM_002290,2.53009758555175,2.93402029534424e-07,5.29179822951239e-06,up,LAMA4
AL136306,-2.52982001642025,4.67821931112886e-12,1.25240976097392e-09,down,RP3-334F4.1
BC006141,-2.52935892172089,4.62661351856306e-07,7.79855691633594e-06,down,EPB41L3
AL365505,2.52817564479036,2.02351704409797e-12,6.94013837047762e-10,up,RBL1
L20490,-2.5268131363797,7.31282399954514e-07,1.14520422452918e-05,down,GGT1
AK025578,2.52573096515801,1.56524576979724e-14,1.85832102665079e-11,up,UHRF1
AF105974,-2.52554011995182,9.63840490342672e-05,0.000761217942141495,down,HBA1
AF352728,-2.52510611231887,6.38714310912168e-05,0.000536565215533706,down,STRA6
AI277642,2.52510032128566,1.03566807571839e-06,1.54327259533993e-05,up,CDCA7
NM_016625,2.52320801373814,4.07011884995771e-06,5.04268150527995e-05,up,RSRC1
NM_002965,-2.52301568046899,1.73301185520878e-05,0.000175236023789145,down,S100A9
AI700476,2.52147825095378,9.04605442861472e-08,1.9753385466211e-06,up,NA
NM_002692,2.51897942327925,4.08925353261823e-10,2.81622198205396e-08,up,POLE2
