"","Cell.1","Cell.2","Cell.3","Cell.4","Cell.5","Cell.6","Cell.7","Cell.8","Cell.9","Cell.10","Cell.11","Cell.12","Cell.13","Cell.14","Cell.15","Cell.16","Cell.17","Cell.18","Cell.19","Cell.20","Cell.21","Cell.22","Cell.23","Cell.24","Cell.25","Cell.26","Cell.27","Cell.28","Cell.29","Cell.30","Cell.31","Cell.32","Cell.33","Cell.34","Cell.35","Cell.36","Cell.37","Cell.38","Cell.39","Cell.40","Cell.41","Cell.42","Cell.43","Cell.44","Cell.45","Cell.46","Cell.47","Cell.48","Cell.49","Cell.50","Cell.51","Cell.52","Cell.53","Cell.54","Cell.55","Cell.56","Cell.57","Cell.58","Cell.59","Cell.60","Cell.61","Cell.62","Cell.63","Cell.64","Cell.65","Cell.66","Cell.67","Cell.68","Cell.69","Cell.70","Cell.71","Cell.72","Cell.73","Cell.74","Cell.75","Cell.76","Cell.77","Cell.78","Cell.79","Cell.80","Cell.81"
"Surf4",-0.429895271143198,0.839604846068435,-0.0613307209849819,0.978812858488373,1.19250334152194,-1.82705999204498,-1.73251397768672,0.0840612603973419,1.24252477935102,0.37319616477202,0.900345163432317,-1.42661364634735,0.44053271569578,1.17051589632234,-0.687285801510961,0.958474471678747,1.27660531941039,-1.82705999204498,-0.239841291699196,-0.417252490153431,-0.474007583074886,0.0912071800872102,-1.82705999204498,0.28084889493372,1.01179402628777,-0.693469770473347,0.526558595039197,-0.312125017792866,-1.82705999204498,-1.82705999204498,0.172011041195723,-0.172504740775436,1.05631860281695,-0.280243222253453,0.136556285811376,1.10661488371102,0.0245577368259373,0.760862307947385,-0.671757168338746,1.27660531941039,-0.410381413528557,0.22381895894727,0.410025135481342,-1.5215719253031,0.227804183389696,0.363576657497197,-0.300856452128073,-0.621323465912175,0.11566821287176,0.0920317092821955,0.65738389397679,0.201281827617685,-0.975733598223151,0.308333201433214,-0.767127711891991,-1.43939384886962,-1.76590741008361,1.27660531941039,-0.0730115512472671,-0.239016762504212,0.428439620836003,-1.82705999204498,1.20816939622665,1.08311580165395,0.884129422597616,0.190837791147877,-1.82705999204498,-1.82705999204498,0.755228025114988,1.27660531941039,-0.0749354527022315,-0.482252875024735,-0.0941744672518777,1.27660531941039,1.27660531941039,0.548271197173798,-1.82705999204498,1.27660531941039,1.27660531941039,1.27660531941039,0.272603602983872
"Ppp1cb",-1.07712252747625,1.54445900449835,-0.299179515708504,0.195607684638224,0.472879738938806,-1.58091923091365,-1.58091923091365,0.0902516587004032,0.157179395945371,-0.440389686598986,1.54445900449835,-1.58091923091365,-1.0050465027509,1.54445900449835,0.26897078123367,0.0422622646868409,1.54445900449835,0.161040611555658,0.106064255961578,0.849624062056772,-1.58091923091365,-0.957608710967379,1.00958870876865,-0.0741258058517984,-1.28838618158193,0.00934999829439858,1.25339689444674,-0.509339965354104,-1.58091923091365,0.775709363231285,-0.640253561283822,1.08295180536409,0.043917071376964,0.47913123087927,0.812482845234015,-0.410051563946734,-1.58091923091365,0.81781500012441,-0.93848650032596,-0.198604042431038,-1.04641667000397,-0.665627263865705,-0.225448684293031,-0.143443819426944,-0.74395478053152,-0.91329666515409,-1.1317311482503,-0.367945927053608,-0.484150130182234,-0.236296861483836,1.35047888693395,0.582280847896927,1.24751313732631,-0.597596322160656,0.665388917223096,-1.58091923091365,-0.30653421210905,1.19823667144265,1.54445900449835,1.47348618423308,-0.982982413549263,1.10648683384584,0.758977428920043,0.400987581623469,0.035091435696309,0.0588103315880699,-1.01828495627188,0.585222726457145,0.695910907285361,1.54445900449835,0.308502274386604,1.54445900449835,0.460744489877905,0.352078850559839,-1.28507656820169,-1.54488121855097,-1.58091923091365,-1.58091923091365,1.54445900449835,1.54445900449835,-0.04801663362986
"Gorasp2",-0.125076037613667,-1.73138859871014,-0.927035898855265,1.09156275530977,0.473013973776269,-1.73138859871014,1.24697762324246,0.353850610834806,0.95505131242201,-0.115145757368545,1.19553159305689,-1.42606239165531,0.941771058118293,1.24697762324246,0.106072172429413,0.44980343922743,0.851800326258874,-0.437939686300341,-0.2096628825932,0.447889168336804,-1.73138859871014,0.311258083518379,-0.627572146402972,-0.624940023928361,-1.73138859871014,-1.73138859871014,0.626275286957008,0.893196434268659,-1.73138859871014,-1.73138859871014,0.106431098221405,-1.26729754966402,0.999318826767734,0.656425053484366,1.00123309765836,1.24697762324246,-0.0414463280794471,0.390819967410019,-0.482925052230051,0.974074379397605,0.352773833458829,0.540731306532161,0.480551415408109,0.574231047118115,-0.269603489855924,-1.73138859871014,0.35600416558676,-0.832638415561274,-0.473234055846257,0.213032058443136,1.21706714057643,-0.0177572258079512,-1.22362824497162,0.944522822523567,-1.19323919458293,-1.12767541657899,0.89176073110069,0.220449858144312,0.973954737466941,1.11022689649337,0.796286470430722,-1.23654957348334,0.223799832202907,1.24697762324246,-0.422386235314006,-0.444878918278861,-1.73138859871014,-1.0366279073436,1.24697762324246,1.24697762324246,-1.47439773164361,1.24697762324246,0.424917917649293,-0.439016463676318,0.774631280980516,0.412714440721553,-1.09752565005164,-1.5958342912677,1.24697762324246,1.24697762324246,0.196760755872816
"Edf1",-0.670443742620916,1.55949299450934,-0.276044084529964,0.603729372595582,0.838656713032392,-1.43302110053083,-1.43302110053083,-0.289957776674285,1.55949299450934,-0.0373707500542989,0.40278354951125,-1.43302110053083,1.55949299450934,1.15037693126574,-0.76462873559786,0.428202794774914,1.28041643861459,-0.929720044310288,0.666340987245028,1.38182584866647,-0.916341494171518,-0.901357518016094,1.47895412267394,-0.230289443055368,0.99786145968376,-0.153228994256051,-0.493311738783596,-0.989388377929204,0.486800844382729,-1.43302110053083,-0.98029096383484,0.615234925714924,1.55949299450934,-1.06350554569799,0.986891048569967,-0.486354892711435,0.695773797550322,-0.275241371521637,-0.380129204609598,1.54771987038723,-0.731985073259261,1.2368023651622,-0.557261208446918,-0.383607627645678,0.00437032637866513,-0.827507921250081,-0.678738443706955,-0.946577017485139,-0.965306987679418,-0.297984906757547,0.92963085397603,-0.61719711306861,1.55949299450934,1.12281711797988,-1.43302110053083,-1.43302110053083,-0.543079945299821,0.832502579968557,0.0225651545673933,0.413486389622266,0.81832131682146,-1.43302110053083,0.107117591444423,-0.0397788890792767,-0.440600251236839,1.55949299450934,-0.806369812030824,-1.23769426850478,1.55949299450934,1.55949299450934,-1.43302110053083,-1.37174734089526,-0.0317517589960153,1.55949299450934,1.00321287973927,-0.23778143113308,-1.43302110053083,0.205316149462997,-1.41696684036431,0.617375493737128,-0.043792454120908
"Hnrnpl",-0.700174597390733,1.43890127219825,0.228051330474954,-0.103985705413318,-0.765288953524595,-1.533730716693,-0.688167694841226,0.199419485933825,0.966014033325387,-0.227749162462077,0.249756115852909,-0.606890200659953,1.48231084295416,1.48231084295416,0.802535437074415,-0.690014910618073,1.22693326180504,-0.620744318986307,0.634900605325536,-0.225440142741017,-0.475276076559593,0.17263485716954,0.667226881420361,-0.420321407198392,-1.30005792092184,-0.60134855332941,0.739730100661613,0.273308117007708,1.48231084295416,-1.42105055430533,-0.191266650869345,-0.348279991901353,0.487585147121977,-0.412932544091002,-0.285012851544338,1.40657499610343,-1.533730716693,1.21077012375763,-0.52330368675762,0.743424532215307,-0.897364881569165,-1.533730716693,-1.533730716693,-0.164943826049275,-1.533730716693,-0.0457984084426335,-1.0987114012455,-1.533730716693,-1.06592332120647,-0.937541824715591,1.48231084295416,-1.533730716693,0.776212612254343,0.416929143657575,-0.397231209987803,-1.533730716693,-0.291478106763303,1.08608305882045,0.478349068237743,1.07592337204779,1.48231084295416,-0.976795159973591,0.524991266603133,1.46106786152042,1.21492635925554,-0.348279991901353,0.167093209838999,0.0207013595238623,1.16828416089015,1.48231084295416,-1.05437822260117,-1.51849118653402,-0.274391360827467,1.48231084295416,1.38902644622338,-0.239294261067372,-1.533730716693,-0.171409081268239,1.48231084295416,1.48231084295416,-0.675237184403295
"Golga7",1.29353953636655,1.40676088372385,0.44745132820808,1.09284226430683,-1.15724916340644,-1.76475336957554,1.00317212744633,-0.340124555734724,1.40676088372385,-0.436962452311644,1.09445135322276,-1.53450737378691,-0.390152592939114,0.174198774120941,0.405176173962264,0.726116272285168,1.40676088372385,-0.40478067399303,0.87780947281427,1.40676088372385,0.0454716608464856,0.833047544789289,0.341544021377733,-0.396442667792298,1.40676088372385,-1.78259962846132,1.0352076249544,-0.25264863103231,0.289321772015255,0.53741402668966,-0.0703827411005245,-1.78259962846132,1.16071656039699,0.218668140524843,0.0761906310597077,0.524248753741136,-1.78259962846132,-1.78259962846132,0.308923400627501,-1.78259962846132,-0.0576563105836179,-0.317158468480077,0.170541753857462,0.874152452550792,-0.965036178357989,-1.78259962846132,0.0738501380910815,-0.294777504467586,-0.0362993122449012,0.790187267301318,0.467491799251944,-0.397320352655533,-1.54138257188225,-1.78259962846132,0.240317700484638,-0.886629663909002,-0.131820681526969,1.40676088372385,1.06183073247253,-0.0795984321644911,0.204186340281467,-1.78259962846132,0.434578616880635,1.40676088372385,0.244559843990274,-0.666769605668654,-1.78259962846132,0.379723312928452,0.374457203749042,0.0369873738352143,-0.126554572347559,-1.58351144531753,0.320772146281173,0.665702297532498,0.666141139964115,0.0892096231976926,-1.76007238363829,-0.412826118572683,1.40676088372385,1.40676088372385,-0.192234656279639
"Cd48",0.798117372452331,0.440630481443699,-0.843796039348687,1.3635903442898,0.994164152468197,-1.56984395545334,-1.56984395545334,-0.17900192741492,1.3981970133129,-1.56984395545334,1.02704048804014,-1.54804175396879,-0.926505978313898,0.264828602806347,0.122595193121403,0.418136146578684,-1.34403544007761,0.145781661366881,-0.310853336392934,1.3981970133129,-0.0641077862582253,0.872694744197113,1.3981970133129,-0.286801701421879,1.3981970133129,-1.09036855613828,1.10109875974958,-1.09677078990755,-1.56984395545334,1.00575738659094,-0.196132228581355,1.3981970133129,1.06735725745205,-0.056667352418259,0.432497914223271,1.31323764086119,-1.56984395545334,0.11965362625444,-0.0571864524536051,1.02565622127922,0.650692962413922,-0.646884092607243,-0.686162661948462,0.105637925300084,-0.945020546241256,-1.56984395545334,-1.16010099421983,-0.368473440316398,-0.295107301987423,0.0061437518586693,1.06579995734602,-1.18519082926158,-1.1419324929827,-0.416403676913392,-1.38348704276394,-0.313967936605013,0.412945146225219,-1.56984395545334,0.717829900318737,0.793791538824444,0.685472664782138,0.32746667373816,0.869061043949688,0.836357741722858,1.21201313396862,1.3981970133129,0.18159956380579,-0.732535598439418,-0.00181578201664378,1.3981970133129,-0.350304939079269,-1.56984395545334,-0.963708147513731,1.3981970133129,1.02582925462433,0.54029768823023,-1.09763595663313,-1.56984395545334,0.205305132086614,1.3981970133129,-0.91525881088139
"Gata3",-0.229053777208906,1.25855516582451,-0.404030605383924,1.04381087670062,0.355527898739451,-0.915501333895517,-0.583901890291111,0.822948516661529,1.23408288216367,0.693245413259068,-0.0219570767290328,-1.42330121985798,0.766968167787353,1.53784510310387,0.794193583360039,0.634511932473046,1.53784510310387,-0.386594103275574,0.105910605398865,0.540293640378807,0.856903810240946,0.198905283310064,1.53784510310387,-1.63100972742938,-0.0531592383966053,-0.375581575628196,1.08480195183253,0.116617229500484,-1.63100972742938,-0.134529581568905,0.0603309770805473,-0.656706934182115,0.424662100081329,-1.52424938995895,0.432921495816862,0.680397464337126,-1.63100972742938,0.602697963713953,-1.19448536762911,1.53784510310387,-0.508343714488262,-0.254749675052789,-0.544746236433765,-0.420549396854993,-0.205499204185346,-0.578395626467422,-1.63100972742938,-1.27616161434717,-0.651506573904186,-0.675061146927746,0.679173850154082,-1.44991482833915,-0.628563807972148,-0.0149212951765409,-1.0124727579016,-1.63100972742938,-0.341320378503018,0.833961044308906,1.36806863520678,0.660513733862691,0.1025456663955,-0.281057379988194,0.521021716995894,1.53784510310387,1.53784510310387,0.392848131322235,-1.22629933638821,-1.63100972742938,1.31270009342412,1.53784510310387,-0.397912534468714,-1.63100972742938,0.128241564239384,1.53784510310387,0.671220357964309,-0.429114696136287,-1.63100972742938,-1.63100972742938,1.53784510310387,0.808265146465023,-0.548722982528652
"Hspa8",-1.72150791796609,-0.335639740135497,0.0119117082171675,1.24135462419168,1.3533193263521,-0.114963547499717,1.38286933249129,-0.335097538187987,1.38286933249129,-0.0629121605389444,0.0452571279889135,-1.72150791796609,-1.10122889001687,1.38286933249129,-0.186263103597026,1.38286933249129,1.11231056068477,-1.17659496072049,-0.145597957533923,-1.41055510107022,0.606707244633506,0.328557645561872,1.38286933249129,0.573090723888006,-0.363834241405915,-0.712470093653595,0.0186892325610181,-1.62309826449338,-0.857509114612,-1.72150791796609,-0.730362757921361,-1.07791420627402,0.245329646619386,-0.0734850985153509,0.441606751617302,0.67773569975706,0.00703189068959554,1.38286933249129,-0.0504415157462581,1.38286933249129,0.0170626267184941,0.525919154454805,0.394706283157855,-1.25629864700418,-1.72150791796609,-1.72150791796609,0.120352097718779,0.299007639422683,-0.360038827773359,-1.01528988133684,0.860728857041029,0.272981945942297,1.21776883947508,0.480374190864128,-1.72150791796609,-0.322626893395302,-0.436489302371995,0.707014604922496,0.144480084382888,0.0677585088104972,1.31021427152521,-1.72150791796609,0.550589343066421,1.22779957550398,0.0585410757028612,0.560077877147812,-1.52848402465322,-0.467394813379954,1.38286933249129,0.589085681339494,0.477392080152834,-0.0810759257804641,0.264035613808413,1.35657253803715,0.807593066185241,0.29141681215757,-1.72150791796609,-1.72150791796609,1.38286933249129,1.04128210556121,-1.43224317897054
"Psma2",1.37143975515598,-0.0353799762386872,0.238463090531643,-1.55916553311993,0.542297394606221,-1.55916553311993,-1.55916553311993,-0.759553006223578,1.23901690736645,-1.55916553311993,0.441249995073445,-1.55916553311993,0.954792258452346,1.44849416484536,-1.55916553311993,0.329590311571474,1.2609335807811,-0.151653696249004,-0.00469663345818671,-0.119355440690583,-1.40136548453449,0.512536859127391,1.44849416484536,-0.0999764873555301,1.44849416484536,-1.01493992696052,-0.257545834115543,-0.745710896698541,-0.307838832056514,-1.54486201994405,-1.1466706692738,0.62857987731229,1.44849416484536,-0.591140673668952,0.56029213698877,-0.910893403697324,0.536991252621623,0.870355390349615,-0.445337120005221,1.44849416484536,-0.145424746962737,0.105809540916698,-1.35753213770521,-0.607751205098998,-0.147962467042327,-0.731407383522668,0.60297197469097,-0.409347635240124,-0.620670507322366,-0.232399335145058,1.44849416484536,-0.193641428474952,0.109962173774209,0.444018416978454,-0.985179391481693,-1.55916553311993,0.167176226477699,1.05768527258846,0.746929913751363,1.18341776744089,0.845900996855383,-1.48349533438305,0.151257800523905,1.20164321164885,-0.585834531684355,1.44849416484536,-0.598523132082306,0.808527301137781,1.44849416484536,-0.429880097702262,-1.16743383356136,-1.55916553311993,-0.435878345163113,1.42288626222404,1.43419065166949,0.270992047915481,-1.55916553311993,-0.231015124192554,1.16565372688375,1.44849416484536,-0.309223043009017
"Adss",-1.52891384455732,-1.29679120340506,0.747363158636654,1.5783009825696,1.45208081738669,-0.0376511211834373,-0.151207521171595,-0.964054251969175,1.5783009825696,-1.52891384455732,-0.261284864787566,-0.407544394674273,1.5783009825696,0.184173513107154,0.0469595297881308,0.611123311101843,1.06353980174093,-1.52891384455732,0.90183326156172,-1.22623594017713,0.182086079283842,0.413095422397005,1.5783009825696,0.601938602279271,-0.639110386806986,-0.414502507418646,-1.52891384455732,0.411147150828581,-0.303868514783124,-1.52891384455732,-0.0560205388285808,-0.786900701497455,0.349776596423217,-0.146058517740759,0.771855715496844,1.21063430515697,1.20993849388253,1.26699501838638,0.464863781215136,1.5783009825696,0.613071582670267,-0.598475008379851,-0.484501121627032,-1.0258422931392,-1.52891384455732,0.188626705263552,-0.0120452662841473,-0.126993288821179,-0.683224821606306,-0.675849222097272,0.611123311101843,0.678617004722255,-1.52891384455732,0.443711118472243,-0.306790922135761,-0.339215727524536,-0.461400187315715,1.32586065220377,0.75084221500884,1.5783009825696,0.472656867488832,-1.49537574112945,1.22162812329307,1.5783009825696,-0.775211072086909,-1.21385049949214,-1.13619796126495,-1.2354206489997,1.5783009825696,-1.52891384455732,-0.789683946595203,-0.539331050052686,-0.228860059398791,1.5783009825696,0.960977219888886,-0.0350070383405757,-0.180014107933296,-0.819464669141118,-1.52891384455732,0.958750623810686,-0.705769106898073
"Fli1",0.778691188906151,-1.49137941771132,-0.849634036126111,1.12045362883604,1.40123643341665,-1.49137941771132,-1.04086740139025,-0.123254450315568,0.945501979811258,-0.596499428933095,1.0494899222079,-0.764846230804179,1.08589338210156,1.4711249323686,0.394534846315293,0.2870140786969,1.4711249323686,0.391309223286741,-0.825979467250065,-0.982652585779723,-1.26297458707053,0.165515611288116,1.4711249323686,-0.0598171974207162,1.15716429092289,0.30913263660697,0.124350517399931,-0.781588750333328,0.499290794194927,-1.10046462687016,-0.62092200329213,-1.49137941771132,1.4711249323686,-0.219408736785731,0.408819748298879,-1.49137941771132,-0.862843730433514,-0.59281300261475,-0.406648473538332,-0.0900766134504636,-0.0768669191430612,-1.2316399633646,-1.2585201552692,0.929681066861695,-1.49137941771132,0.638453387712447,0.206527104079703,-0.40480526037916,-0.416325342623988,0.718172356846656,1.4711249323686,-0.573459264443439,-1.49137941771132,0.586382615965826,-0.721223519370431,-1.43147499003821,0.767785511047714,0.852880518562842,1.04872191672491,0.73460767418261,0.225112836768025,-1.49137941771132,0.401600496758787,0.807875397259715,1.26069143002975,-1.49137941771132,0.00807448727546913,-1.49137941771132,0.870237442478383,1.4711249323686,-1.41672928476484,-1.37756100513242,0.27027155916775,1.4711249323686,1.4711249323686,0.265817127366417,-0.644883774361372,-0.679904824385648,1.4711249323686,1.36037854172166,-0.474693759331116
"Ctsz",-1.09460194544746,-1.85300338652561,0.0397879470566974,1.26458027031462,1.26458027031462,0.38441853333122,0.463960435178868,0.0624267960441053,1.26458027031462,0.0143957245437944,1.13761915775011,-1.85300338652561,-1.84000134487744,1.26458027031462,0.143345384654501,1.02733125153442,1.09800117202214,0.38090033382642,-1.85300338652561,1.01325845351523,1.69961328728612e-05,0.24246683157234,-1.19127594923152,-1.2437430114118,1.26458027031462,-0.084113861590601,-0.248704412336889,-0.365110926387005,-0.061933908190776,-1.85300338652561,-0.016656210215961,-0.876626541345728,1.25463753258367,-0.906301789342736,0.294627963360894,1.26458027031462,-0.124496673297869,0.74816976908835,0.417611980833027,1.26458027031462,-0.716777911671128,0.734555866656734,-0.102469685093904,-0.233407892750802,0.155888530715092,-1.85300338652561,-1.85300338652561,1.69961328728612e-05,0.0962321043293558,-0.87524985458298,0.578378401682794,-0.44572358460568,1.0481345181715,1.11436844797926,-1.11142811699215,-0.982784387273167,-0.226218528545342,-0.192413220260092,-0.338647947503076,1.26458027031462,0.797118631763826,1.19085104590969,0.186328604691404,0.799566074897601,0.406445521535184,0.467478634683668,-0.508745245300355,-1.85300338652561,1.25540235856297,1.25066043749128,-0.500026229136286,-1.85300338652561,0.636505176109921,0.862740700788136,0.954825748696375,0.392219758320124,-1.0205667906508,-1.85300338652561,-0.603889597125811,1.26458027031462,-0.442970211080184
"Slc25a5",0.366845137027041,1.43589958825124,0.478716135611432,1.43589958825124,-0.839492262851624,-1.67049223928136,-1.67049223928136,-0.813496130021309,1.28634880163189,0.00260718602251491,0.916853205785281,1.19258746861469,0.324491886910236,1.43589958825124,-1.1347966481488,0.316897511027222,1.43589958825124,-0.696659577974949,-0.415667670303453,1.0550124285801,0.270454981588796,-0.204485602479658,0.150405424361161,-0.18725221105282,1.09064757695424,-1.29077344513069,1.11489116150386,-0.96801247010262,-1.5261990975041,1.43589958825124,-1.47216219218266,-0.743394198793493,0.878005052229868,-0.445168899695159,0.469369211447722,-0.860522842219968,-1.67049223928136,1.02025355434631,-0.515855013683207,1.08217692693088,0.736924915633888,0.270747072968911,-0.308470133800918,-0.628310195027828,-0.650217048536521,-0.822843054185018,0.435778702734394,-0.626849738127249,-0.94522934245358,-0.629770651928408,0.868950219446273,0.0589808223848845,0.633524567072859,0.320402607588615,-1.67049223928136,-1.67049223928136,-0.314896144163468,0.264905245366594,0.598765692839068,0.372979056009477,0.0274349533323656,-1.67049223928136,0.931457774791078,1.2845962533512,0.306966404103284,0.570724920347942,-0.789544636851805,-1.67049223928136,0.916853205785281,1.43589958825124,-0.531335856829349,-0.644959403694434,0.011077836045877,1.43589958825124,1.1064205114805,0.0288954102329469,-1.67049223928136,-1.67049223928136,1.43589958825124,1.43589958825124,-0.645251495074551
"Mapkapk2",0.712558609649327,1.18064793128009,-0.785062855674104,0.72610725926942,-0.389838832609933,-1.88068597312332,1.15619427099017,-1.88068597312332,1.06085804134635,1.10249535481297,0.825739402207419,-1.88068597312332,1.18064793128009,0.871672628968222,-0.19487046002811,1.18064793128009,-0.487488246335236,-0.352332205003091,0.938424512462338,-0.146789276620219,-1.7871672452578,-0.394465200772892,-1.88068597312332,-0.456260261235267,-0.217341391105337,-0.190905001602717,-1.88068597312332,-0.0962296816964581,-0.288884870196802,-0.153728828864657,0.3490582539883,-0.994571242482369,1.18064793128009,-0.614878598250988,0.221172219769375,1.18064793128009,0.792363460460361,1.18064793128009,0.0452050021425595,0.791206868419621,0.261487713760871,0.640519448254687,-1.36715910703492,0.285280464313228,-0.30408579416081,-1.88068597312332,-0.667586149821836,0.450342671270213,-0.694352994193239,0.407053083459673,1.01690754379824,-1.19631393987424,1.18064793128009,1.18064793128009,-0.413135900859117,-1.88068597312332,0.54848776729869,0.0909730014689703,0.472152692609875,0.761796385097957,1.04003938461303,1.18064793128009,0.955938620507824,0.793354825066709,0.754856832853519,0.346910297341212,-1.57782408588393,0.367068044336959,0.939085422199903,0.885386506022706,-0.262944162997357,-1.32469565639634,-0.20329705918207,0.543365716832558,0.619866018955765,-1.48810558900941,-1.88068597312332,-1.88068597312332,0.710741107871022,0.300977070580409,0.565010510737828
"Eif3d",-0.0411492843496742,0.653384840849542,-0.285225220878577,1.15851753212151,0.473873334014065,1.02976187753058,-1.97043147683616,-0.506908869652534,0.924891329878253,-2.08052689163131,0.754896545338627,1.11205353503,0.904738270898802,1.08163734416287,-0.989649273169561,-0.580430214447938,0.881599573552025,-0.395320635673724,-0.197522093838375,8.98455990165153e-05,0.707686138655285,-0.557104914703203,0.279993442535831,0.14470670401637,-2.08052689163131,-0.596104815876399,-0.347550421796508,-1.69556614464421,-2.08052689163131,-2.08052689163131,-0.253502813225738,-0.644061632151574,0.435806444830658,-0.268431005062368,-0.513066748785144,0.537504751717701,-0.433760729653046,0.676150333400403,0.205539085750639,1.15851753212151,-0.281866377715335,0.700781849930843,0.203299856975144,0.0293864220784028,-2.08052689163131,-2.08052689163131,0.153290414322433,-0.140235157665307,-0.1092591596043,0.197888387434365,1.10514924630556,0.142467475240876,1.15851753212151,1.15851753212151,-0.422191380979659,-2.08052689163131,0.382251556616748,0.859393888195038,0.604308410186621,0.582102724829634,0.829537504521778,0.636217420237418,0.353701389729192,0.531720077381007,0.387476423759568,0.956613737531092,-0.596104815876399,-2.08052689163131,1.15851753212151,-2.08052689163131,-0.0260344901150866,0.587887399166328,0.663088165543352,1.15851753212151,0.801547144828097,1.15851753212151,-1.13631875796445,0.368816183963781,1.15851753212151,1.15851753212151,-0.595358406284568
"Tox4",0.361464459268857,0.707432481699775,-0.42071876012745,1.40675574412241,-1.59073090146589,-1.59073090146589,-0.699463102755066,0.228494543174411,0.425979492633199,-1.59073090146589,-0.608354086171835,-0.878110647433807,0.771578154186077,1.03111573115561,0.443093213315725,-0.256106928814234,0.936559346377333,0.965861976035183,-1.26827885493686,-1.59073090146589,1.27784879768641,0.398154306487509,-1.35323185688609,-1.09086251318492,0.43201238697452,-1.59073090146589,1.03074637027756,1.05869467671593,-1.28243768859506,-1.59073090146589,-0.572895441879982,-1.06291420674655,1.12751892032408,0.520166516533431,-0.106638893500663,1.40675574412241,-0.269650161009039,0.778596010868839,0.513271780143349,-0.940901996700628,0.486308436046419,-0.694661411340544,-0.736399190559078,0.289931569221752,-0.404466881493685,-1.59073090146589,0.745107291259868,-1.05786627474667,-0.135449041987793,0.0840744398607217,1.40675574412241,0.295595102685034,0.954165548230579,-0.124245095353909,-0.120428366280828,-1.26446212586378,-0.147391710377757,0.835477586087018,0.690195640724569,1.40675574412241,-0.362482861689791,0.450480430876527,0.473873286485735,1.40675574412241,-1.59073090146589,0.794724769209924,0.766037741015475,-1.46810308995657,1.07667023944722,1.40675574412241,0.626296208823627,-1.5129188764921,-1.59073090146589,1.40675574412241,0.443462574193764,0.536541515459876,-0.443496014273258,-1.49580515580958,1.40675574412241,1.40675574412241,-0.123013892427109
"Sdc4",0.576850136719351,0.318932922277057,-1.64432327229265,1.15660946772552,1.15660946772552,-1.27186188934291,-1.1260784021516,0.65813021588752,1.15660946772552,0.807288320837886,1.01082598053422,-0.934785784038136,0.81500173285859,0.755415624998651,0.744713265819924,0.0361399540679934,-0.208664459939103,0.556409594864485,0.672785698726858,-1.46122615445119,-1.40472541139953,0.903802388746946,1.05951689391491,0.72012676500393,1.15660946772552,-0.0106226063075254,0.578682072074268,1.15660946772552,-1.64432327229265,0.635182815125926,-0.28618425074718,0.209498889233318,0.665457957307189,-1.49873262040186,0.633929385672562,1.15660946772552,-0.815613568318257,-0.0152506535199478,0.484482027771419,1.07369028850295,-0.455204391650858,0.12571195115842,0.496148563452734,0.675678228234622,-1.33038740305,-1.5122310914381,-0.0199751183826292,-0.207218195185221,0.166882287818928,0.473008327390622,-0.234986478459756,-0.618053802937974,-1.64432327229265,0.47320116269114,-1.01172706894466,-1.22452082306583,0.0411536718814509,0.816737250563249,0.94854017846703,0.944104966555125,-1.0614785764782,-1.64432327229265,1.03030234588649,1.08747801248996,0.951239872674277,0.860800116731521,-1.64432327229265,0.832356909905175,-1.64432327229265,1.08352488882935,-0.664816363313492,-1.23869421765388,-1.64432327229265,-1.64432327229265,1.15660946772552,-1.64432327229265,-1.04431623473213,-1.1085303898045,1.15660946772552,1.15660946772552,0.231578531142584
"Aldoc",-1.4847378768965,-0.0496595778295964,-1.4847378768965,1.31266435654013,1.12960897332776,-1.33259184527573,0.599772201185138,1.20877998525712,1.25997194391825,-0.0137369447691183,1.17391649616894,-1.21002240908142,-1.00986185071643,1.31266435654013,1.31266435654013,1.31266435654013,1.289804499138,-0.122917035913618,0.470203588573881,-1.14905102107607,0.722809425967217,0.288560397324584,1.31266435654013,-1.24961674124587,-1.04799103371919,-0.108177282299122,1.21831228100782,0.477088024393825,0.0763785548739973,-1.04834408170996,0.997745548776526,-0.864406078520682,-0.0776386310978309,0.0242157142382664,-1.4847378768965,0.527662149071107,-0.250279098582585,0.0921774524607923,-1.4847378768965,1.31266435654013,0.447520255167141,-0.108795116282963,-0.276757697890063,0.36870229122855,-1.18400277216194,-1.4847378768965,-1.4847378768965,-1.4847378768965,-0.997240385046528,0.790682902192052,0.656259879707757,0.883446261765914,1.31266435654013,1.00886656048567,0.129865325475102,-1.25854885541226,0.659172525631579,0.187588671965403,0.709040554327329,1.16067719651521,-1.4847378768965,-1.08329583279583,0.746022331360106,1.31266435654013,0.873649180022148,-0.00402812502304305,-1.46264589887429,0.523425573181911,-1.47180749423468,0.249636856342592,-1.4847378768965,-1.13545867343156,0.0337480099889581,-0.255751342439464,1.31266435654013,-1.29610433543003,-1.24387971139591,0.664468245493075,-0.0966149606015233,1.03755170973543,0.270554949795499
